cbo_name,parent_organization,activity_type,activity_type_other,date_of_activity,activity_end_date,advertising_end_date,total_number_of_alert_sign_ups,total_people_spoken_to,City,address,description,total_number_of_houses,how_assisted,total_number_assisted,event_name,audience_details,education_grade,activity_total_material_dist,activity_collateral_dtls,activity_social_media_chan,total_number_nudgedalerted,total_number_of_calls,total_number_of_pledge_cards,total_number_of_impressions,impression_data_accuracy_confid,total_htc_of_impressions,htc_data_accuracy_confidence,immigrants_refugees,middle_eastern_and_north_africa,homeless_individuals_and_famili,farmworkers,veterans,latinos,asian_americans_pacific_islande,african_americans,native_americans_tribal_communi,children_ages_0_5,lesbian_gay_bisexual_transgende,limited_english_proficient_indi,people_with_disabilities,seniorsolder_adults,low_broadband_subscription_rate,htc_breakdown_data_confidence,lang_arabic,lang_armenian,lang_assyrian_neo_aramaic,lang_cantonese,lang_chaldean_neo_aramaic,lang_chinese,lang_farsi,lang_filipino,lang_hindi,lang_hmong,lang_iu_mien,lang_japanese,lang_khmer,lang_korean,lang_mandarin,lang_min_nan_chinese,lang_portuguese,lang_punjabi,lang_russian,lang_spanish,lang_tagalog,lang_telugu,lang_thai,lang_ukrainian,lang_vietnamese,lang_other_info,lang_breakdown_data_confidence,funding_state_allocated,funding_county_direct,funding_acbo_direct,funding_foundation,funding_private,funding_volunteer_hours,qac_total_had_info_no_census,qac_total_completed_pc,qac_total_completed_phone,qac_total_completed_uscb_phone
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,5/18/2020,5/22/2020,,,33,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,33,,OC/South County Communities,N/A,,,Other,,33,,33,exact,73,medium,,,,,,24,,,,,,9,,,,medium,,,,,,,,,,,,,,,,,,,,24,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,8121 ellis ave huntington beach 92646,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,5/25/2020,5/29/2020,,,25,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,25,,OC/South County Communities,N/A,,,Other,,25,,25,exact,84,medium,,,,,,21,,,,,,10,,,,medium,,,,,,,,,,,,,,,,,,,,21,,,,,,,medium,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,17150 newhope st suite 203 fountain valley 92708,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,6/1/2020,6/5/2020,,,31,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,31,,OC/South County Communities,N/A,,,Other,,31,,31,exact,74,medium,,,,,,23,,,,,,10,,,,medium,,,,,,,,,,,,,,,,,,,,23,,,,,,,medium,,,,,,,,,,
Coalition of Orange County Community Health Centers ,Charitable Ventures,other,via-phone enrollment outreach,6/8/2020,6/12/2020,,,48,Santa Ana,"515 n cabrillo park drive, suite 22 santa ana 92701",We assist consumers through enrollments into Covered CA and Medi-cal. We include education on the importance on being counted in the Census.,,Via-Phone,48,,OC/South County Communities,N/A,,,Other,,48,,48,exact,83,medium,,,,,,40,,,,,,15,,,,medium,,,,,,,,,,,,,,,,,,,,40,,,,,,,medium,,,,,,,,,,
CAP OC,Charitable Ventures,other,presentation,1/30/2020,,,,,Westminster,"14325 goldenwest st, westminster 92683",,,,,DELAC meeting ,,,27,,,,,,27,exact,100,high,,,,,,20,6,,,2,,21,,3,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,yes,no,no,no,no,,,,,
OCAPICA,Charitable Ventures,other,press conference,3/9/2020,,,,,Westminster,"14771 moran st, westminster 92683",,,,,,,,,,,,,,30,high,100,medium,25,,,,,,30,,,,,,15,,10,high,,,,,,,,,,,,,,,,,,,,,,,,,,,very_low,,,,,,,,,,
CAP OC ,Charitable Ventures,phone_banking,,8/31/2020,8/1/2020,,,,Anaheim,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,30,exact,100,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/9/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,15750 magnolia w westminster 92683,,,,,,,,,,,,,,120,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,60,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,13552 goldenwest st westminster 92683,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,phone_banking,,9/30/2020,9/1/2020,,,,Anaheim,"10841 garza ave, anaheim 92804",,,,,,,,,,,,,,25,exact,100,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/6/2020,,,,,Anaheim,119 e water st. apt b. anaheim 92805,,,,,,,,,,,,,,26,very_high,95,very_high,,,,,,26,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,26,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Anaheim,119 e water st. apt b. anaheim 92805,,,,,,,,,,,,,,26,very_high,95,very_high,,,,,,26,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,26,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,11692 magnolia st. garden grove 92841,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"1241 n east st #174, anaheim ca 92805",,,,,,,,,,,,,,38,exact,100,exact,,,,,,38,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,38,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"1241 n east st #174, anaheim ca 92805",,,,,,,,,,,,,,506,exact,100,exact,,,,,,506,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,506,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,"1241 n east st #174, anaheim ca 92805",,,,,,,,,,,,,,686,exact,100,exact,,,,,,686,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,686,,,,,,,exact,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"1270 east lincoln ave, anaheim 92805","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,70,very_high,100,very_high,,,,,,28,4,7,2,,,,15,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,advertising,Census 2020 Day advertising on UDW website page,4/1/2020,,,,,,"333 w civic center, santa ana, 92701",,,,,,,,,,,,,,3102,high,80,high,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1008 s. hathaway #l santa ana 92705,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"1310 w. diamond street, anaheim 92801","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,25,very_high,100,very_high,,,,,,5,2,3,1,,,,25,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"1860 w. crescent, anaheim 92801","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,62,very_high,100,very_high,,,,,,31,3,4,1,,,,5,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,13612 hoover st. westminster 92683,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Anaheim,"225 s western ave, anaheim 92804","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,178,very_high,100,very_high,,,,,,40,90,,,,,,,178,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,267,exact,100,exact,,,,,,267,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,267,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/16/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Latino Health Access,Charitable Ventures,social_media,,5/8/2020,,,,,,orange,Facebook post,,,,,,,,,,,,,552,exact,75,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,339,exact,100,exact,,,,,,339,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,339,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,232,exact,100,exact,,,,,,232,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,232,,,,,,,exact,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,1202 e. 17th ste 104 santa ana 92701,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC,Charitable Ventures,media_other,eNewsletter,3/30/2020,,,,,,"6022 w cerritos ave, cypress 90630",,,,,,,,,,,,,,1046,exact,100,high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,500,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,318,exact,100,exact,,,,,,318,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,318,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Spanish Speaking Santa Ana Residents,5/28/2020,,,,,Anaheim,310 w broadway anaheim 92805,,,,,,,,,,,,,,50,exact,100,exact,,,,,,50,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,50,,,,,,,exact,,,,,,,,,,
Latino Health Access,Central Valley Opportunity Center,social_media,,10/3/2020,,,,,,orange,Social media Network,,,,,,,,,,,,,2657,exact,100,very_high,,,,,,,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"612 s emily st, anaheim ca 92805",,,,,,,,,,,,,,102,exact,100,exact,,,,,,102,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,102,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,"612 s emily st, anaheim ca 92805",,,,,,,,,,,,,,95,exact,100,exact,,,,,,95,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,95,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Anaheim,629 w vermont ave. anaheim 92805,,,,,,,,,,,,,,54,very_high,100,very_high,,,,,,54,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,54,,,,,,,exact,,,,,,,,,,
OCAPICA,Charitable Ventures,nudgealert,,4/29/2020,,,,,,"6301 beach blvd. suite 320, buena park 90621",,,,,,,,,,,,,,350,high,90,medium,200,150,100,,20,80,100,50,,200,,200,,,150,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Anaheim,"945 s canyon heights dr, anaheim ca 92808",,,,,,,,,,,,,,435,exact,100,exact,,,,,,435,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,435,,,,,,,high,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Anaheim,"945 s canyon heights dr, anaheim ca 92808",,,,,,,,,,,,,,256,exact,100,exact,,,,,,256,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,256,,,,,,,exact,,,,,,,,,,
NALEO Educational Fund,Charitable Ventures,phone_banking,,7/30/2020,,,,,Anaheim,"santa ana, anaheim",Phone banked to low-responding Census tracts as part of OC Census Week of Action ,,,,,,,,,,,,,750,medium,70,medium,,,,,,400,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,7/17/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,712,high,80,medium,500,100,,,,300,500,100,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,7/17/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,11644,high,80,medium,,1000,,,,5000,9000,1000,,5000,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,webinar,,8/14/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,3014,high,80,medium,1000,500,,,,500,1500,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,social_media,social media,8/7/2020,,,,,,"12912 brookhurst st, garden grove 92840",,,,,,,,,,,,,,9373,high,80,medium,5000,1000,,,,3000,5000,1000,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,collateral,,9/21/2020,,,,,,"12832 garden grove blvd, suite e. garden grove 92843",,,,,,,,,,,,,,3000,high,100,medium,,,,,,,,,,,3000,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCAPICA,Charitable Ventures,collateral,,9/21/2020,,,,,,"12901 s euclid st, garden grove 92840",,,,,,,,,,,,,,500,high,100,medium,,100,,,,150,350,100,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NALEO Educational Fund,Charitable Ventures,phone_banking,,7/31/2020,,,,,Anaheim,"santa ana, anaheim",Phone banked to low-responding Census tracts as part of OC Census Week of Action ,,,,,,,,,,,,,522,medium,70,medium,,,,,,300,,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Brea,"255 s. kraemer circle, brea 92821","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,115,very_high,100,very_high,,,,,,61,18,8,2,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Brea,"401 discovery lane, brea 92821","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,94,very_high,100,very_high,,,,,,34,4,6,1,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,65 enterprise 3rd floor aliso viejo 92656,,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Buena Park,6322 stanton ave. apt. e. buena park 90621,,,,,,,,,,,,,,40,very_high,95,very_high,,,,,,40,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
CAP OC,Charitable Ventures,collateral,,6/15/2020,,,,,,"1550 superior ave, costa mesa 92627",,,,,,,,,,,,,,110,exact,100,high,,,,,,,,,,110,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Buena Park,"8004 orangethorpe ave, buena park 90621","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,70,very_high,100,very_high,,,,,,30,30,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Buena Park,8182 4th street apt. 16. buena park 90621,,,,,,,,,,,,,,40,very_high,95,very_high,,,,,,40,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
Jamboree Housing Corporation,Charitable Ventures,phone_banking,,3/25/2020,,,,,Buena Park,"8850 la palma ave, buena park 90620","During wellness calls, reminding residents to fill out census",,,,,,,,,,,,,70,very_high,100,very_high,,,,,,24,33,13,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIRLA,Charitable Ventures,phone_banking,,4/30/2020,4/30/2020,,,241,Buena Park,"aliso viejo, anaheim, brea, buena park, consta mesa, fullerton, cypress, garden grove, irvine",Called for a third pass on previously ID voters in Organge County ,,online,5,,"Latino Voters, Spanish and English speakers",,,,,,241,,241,very_high,100,high,,,,,,100,,,,,,60,,,,high,,,,,,,,,,,,,,,,,,,,60,,,,,,,high,,,,,,,,,,
CAP OC ,Charitable Ventures,collateral,,4/2/2020,,,,,,"505 e commonwealth ave, fullerton 92832",,,,,,,,,First 5 Diaper Bank ,,,,,600,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/6/2020,,,,,Costa Mesa,2244 maple costa mesa 92627,,,,,,,,,,,,,,25,very_high,95,very_high,,,,,,25,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,25,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/6/2020,,,,,Costa Mesa,423 w bay st. #8. costa mesa 92627,,,,,,,,,,,,,,44,very_high,95,very_high,,,,,,44,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,44,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Costa Mesa,423 w bay st. #8. costa mesa 92627,,,,,,,,,,,,,,40,very_high,95,very_high,,,,,,40,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Costa Mesa,981 mission dr. unit 3. costa mesa 92626,,,,,,,,,,,,,,40,very_high,100,very_high,,,,,,40,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
Access California Services,Charitable Ventures,social_media,AccessCal participated in a Census discussion regarding MENA community and the urgency to complete Census.  Nahla was a speaker,9/18/2020,,,,,,"631 s. brookhurst street suite 107, anaheim 92804",,,,,,,,,,,,,,1000,very_high,100,very_high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access California Services,Charitable Ventures,flyers,Back to school supply drive.  AccessCal handed out Census information flyers through drive thru/curb-side event pick up,9/18/2020,,,,,,"631 s. brookhurst street suite 107, anaheim 92804",,,,,,,,,,,,,,150,very_high,100,very_high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southland Integrated Services, Inc.",Charitable Ventures,phone_banking,One-on-one assistance on the phone; promotion on the phone and outreach items included in care packages,4/6/2020,4/12/2020,,,,Fountain Valley,"17150 newhope street, suite 203, fountain valley 92708",,,,,,,,,,,,,,47,exact,80,high,33,,,,,,33,,,,,25,5,10,,medium,,,,,,,,,,,,,,,,,,,,,,,,,46,,very_high,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,5/30/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters,4/20/2020,5/6/2020,,,,Fullerton,1514 w commonwealth ave. fullerton 92833,,,,,,,,,,,,,,488,exact,100,exact,,,,,,488,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,488,,,,,,,high,,,,,,,,,,
KCS,Charitable Ventures,other,Full Pg Ad on KoreaTimes,3/11/2020,,,,,,9572 garden grove blvd. garden grove 92844,,,,,,,,50000,,,,,,50000,medium,75,high,50000,,,,,,50000,,,,,30000,,20000,,medium,,,,,,,,,,,,,,50000,,,,,,,,,,,,,medium,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County resgistered voters in HTC Census Tracts,5/18/2020,6/10/2020,,,,Fullerton,1514 w commonwealth ave. fullerton 92833,,,,,,,,,,,,,,540,exact,100,exact,,,,,,540,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,540,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/6/2020,,,,,Fullerton,2616 w orangethrope ave. #13. fullerton 92833,,,,,,,,,,,,,,76,very_high,95,very_high,,,,,,76,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,76,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Fullerton,2616 w orangethrope ave. #13. fullerton 92833,,,,,,,,,,,,,,40,very_high,95,very_high,,,,,,40,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/6/2020,,,,,Fullerton,336 e santa fe #505. fullerton 92832,,,,,,,,,,,,,,209,very_high,95,very_high,,,,,,209,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,209,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,,4/16/2020,,,,,Fullerton,336 e santa fe #505. fullerton 92832,,,,,,,,,,,,,,114,very_high,95,very_high,,,,,,114,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,114,,,,,,,exact,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,"1-1 conversations with Orange County friends, family, and resgistered voters",4/23/2020,,,,,Fullerton,336 e santa fe #505. fullerton 92832,,,,,,,,,,,,,,186,very_high,95,very_high,,,,,,186,,,,,,,,,,very_high,,,,,,,,,,,,,,,,,,,,186,,,,,,,exact,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,other,remind every driver to feel out the census through the drive-thru food drive.,5/28/2020,,,,,,309 n rampart st. orange 92868,,,,,,,,,,,,,,367,high,95,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,flyers,,5/1/2020,6/30/2020,,,,,"8700 stanton ave buena park, 90620",,,,,,,,,,,,,,100,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,4/29/2020,,,,,,"1626 e 4th st, santa ana 92701",,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
The Cambodian Family,Charitable Ventures,advertising,In-language commerical aired on Khmer TV ,7/5/2020,,,,,,orange,,,,,,,,,,,,,,2150,high,90,very_high,1935,,,,,,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,,,,,,,,exact,,,,,,,,,,
Orange County Labor Federation,Charitable Ventures,other,EDD assistance and reminding individuals to filled out the Census.,5/4/2020,5/12/2020,,,,,"309 n rampart, orange 92868",,,,,,,,,,,,,,108,very_high,80,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP OC ,Charitable Ventures,collateral,,3/27/2020,,,,,,"11022 acacia pkwy # c, garden grove 92840",,,,,,,,,First 5: Diaper Bank,,,,,600,exact,100,high,,,,,,,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,,,
OCCCO,Charitable Ventures,phone_banking,1-1 conversations with Orange County friends and family.,4/1/2020,,,,,Fullerton,336 e santa fe ave. unit 505. fullerton 92832,,,,,,,,,,,,,,40,exact,100,exact,,,,,,40,,,,,,,,,,exact,,,,,,,,,,,,,,,,,,,,40,,,,,,,exact,,,,,,,,,,
